class,finger1x,finger1y,finger1z,finger2x,finger2y,finger2z,finger3x,finger3y,finger3z,finger4x,finger4y,finger4z,finger5x,finger5y,finger5z
1,-57.0841,64.0805,9.13893,-49.3779,90.2374,54.2743,-51.7117,52.3859,-9.2479,-43.1585,60.0324,-12.6488,-33.1857,73.7147,-14.2555
1,-56.5885,62.9287,6.88942,-49.5926,90.0201,53.3922,-51.5592,50.0109,-12.4859,-41.6865,58.2056,-14.8405,-30.8214,71.4196,-16.3194
1,-55.8115,60.7442,2.49569,-49.8143,89.7863,52.4596,-51.661,47.99,-15.1882,-40.6979,56.5476,-16.7115,-29.3501,69.4621,-17.656
1,-54.6831,56.9925,-5.23443,-50.4763,89.0702,49.6312,-51.885,46.3653,-17.3999,-40.0353,55.0699,-18.3035,-28.5891,67.9395,-18.3746
1,-53.2494,51.4563,-16.5237,-53.2927,85.9086,37.4455,-52.2834,44.8751,-19.2269,-39.6723,53.5022,-19.6772,-28.5235,66.7173,-18.1878
1,-51.969,45.7157,-28.0276,-59.2737,78.998,11.6424,-52.9051,43.3776,-20.6758,-39.6352,51.8102,-20.8234,-28.8094,65.8002,-17.566
1,-51.2242,43.046,-33.3764,-64.3812,73.0989,-9.70353,-53.8321,41.7699,-21.8233,-39.9938,50.0691,-21.4869,-29.182,65.0962,-16.5462
1,-50.5069,42.1194,-35.5249,-68.1544,68.9714,-24.0445,-54.4936,40.5564,-22.6937,-40.1726,49.0643,-21.8425,-29.2241,64.4636,-16.5353
1,-50.1945,41.9609,-35.9729,-69.635,67.4488,-29.1267,-54.6963,40.1586,-22.8762,-40.1364,48.9419,-21.7313,-29.0962,64.2152,-16.8481
1,-49.4844,42.0241,-36.3526,-72.1448,65.0514,-36.9684,-55.0434,39.6317,-23.3345,-40.138,49.0543,-21.4822,-28.9448,64.0298,-17.4871
1,-48.6278,42.5045,-35.9289,-74.6817,62.8359,-43.0234,-55.2512,39.4153,-22.8643,-40.2172,49.3287,-20.9519,-29.0846,64.429,-17.6283
1,-49.517,42.1764,-37.9387,-75.0628,58.2953,-45.9531,-53.6819,37.4657,-24.0468,-39.696,48.1808,-22.2105,-29.5124,63.86,-20.7667
1,-51.5575,40.4814,-40.2169,-73.9567,54.7297,-45.4393,-51.4631,33.9632,-23.8054,-38.7436,45.2043,-22.2857,-29.859,62.0299,-22.4358
1,-53.3948,38.1703,-41.5245,-72.9249,52.6405,-44.0026,-50.5575,31.0171,-21.9816,-38.3835,42.593,-20.6729,-30.4443,59.5526,-22.4372
1,-53.5775,37.1729,-40.7113,-72.1457,51.4263,-42.6051,-49.8747,29.3879,-19.7223,-37.9106,41.5462,-18.4924,-30.389,58.3738,-20.7816
1,-53.5463,37.3146,-39.7448,-71.6082,50.6844,-41.5592,-49.5984,28.8445,-18.4409,-37.6205,41.3284,-17.0136,-30.3061,58.1839,-19.5131
1,-53.639,37.6528,-38.9427,-71.3669,50.2751,-40.9687,-49.9066,28.5922,-17.6814,-37.6511,41.2149,-16.1578,-30.3666,58.0531,-18.7238
1,-53.7548,37.8371,-38.3711,-71.1133,49.6477,-40.2007,-50.5446,28.1833,-17.0208,-37.7109,41.1292,-15.6388,-30.4325,57.9329,-18.2505
1,-53.919,37.8886,-37.9097,-70.5717,47.4438,-37.6137,-51.8337,27.5864,-16.1424,-37.8145,41.0359,-15.1898,-30.5294,57.7722,-17.801
1,-65.4438,36.0024,-32.4787,-85.9394,41.1947,-30.8472,-79.0313,29.056,-2.21337,-43.8455,40.5903,-12.1429,-37.2717,55.3136,-16.3767
1,-79.9897,38.8289,-19.6172,-109.677,40.9549,-14.0388,-90.9096,40.7566,13.4018,-52.8644,43.0434,-5.44175,-49.2094,52.9846,-11.4018
1,-90.6218,42.6254,-7.68101,-128.103,42.6332,1.90693,-93.502,48.1264,21.5305,-60.4014,46.3901,1.54171,-59.1855,51.4311,-5.75782
1,-98.5706,45.9913,1.68225,-140.135,43.9408,12.8669,-93.9987,52.2486,25.5909,-65.8611,49.3336,7.26476,-64.9247,50.5343,-1.76986
1,-101.148,46.9701,5.0534,-143.153,43.5486,16.4584,-93.49,52.9519,26.7724,-67.204,50.0591,9.16527,-66.0007,50.0993,-0.645759
1,-105.883,50.053,11.8698,-148.557,48.1102,22.4187,-92.3893,53.8595,28.1244,-69.0902,50.5609,11.8336,-68.0835,48.7881,1.0679
1,-110.442,52.6858,19.1899,-150.765,51.5999,24.343,-89.6873,52.1716,27.9341,-69.8754,49.2375,13.862,-68.77,46.0292,1.59898
1,-114.235,52.6386,28.36,-146.979,48.068,22.126,-82.138,47.2685,25.8826,-65.3754,45.9075,13.9455,-63.586,42.3673,0.340875
1,-116.871,51.6259,32.503,-144.957,46.6911,16.944,-77.2201,44.0504,21.5668,-61.4282,43.6638,11.3265,-58.6569,40.4304,-3.00552
1,-118.311,50.9963,32.5094,-144.427,46.9275,12.889,-75.3634,42.9299,17.9049,-59.5327,43.0238,8.494,-55.8314,40.3816,-6.29579
1,-118.855,49.7634,31.8801,-143.845,46.433,10.2784,-73.4325,41.7001,15.2162,-57.5783,42.4208,6.22633,-53.08,40.4111,-8.89654
1,-118.544,46.0066,30.5242,-142.535,44.2156,7.09184,-70.2781,39.4677,12.582,-54.5749,41.3639,4.04931,-49.3124,40.2119,-11.2286
1,-117.513,40.4146,27.8749,-140.388,40.357,2.58956,-66.9455,37.2321,9.80955,-51.4545,40.4187,1.80875,-45.6345,40.1922,-13.5076
1,-115.425,33.3937,23.3447,-137.087,34.839,-3.54701,-63.4883,35.1013,6.46178,-48.259,39.6817,-0.887176,-41.8879,40.4863,-16.2423
1,-113.254,27.0864,18.2699,-133.668,29.413,-10.1377,-60.8067,33.4256,3.41135,-45.7754,39.149,-3.30492,-38.8804,40.7988,-18.6417
1,-112.571,24.9806,15.9211,-132.11,24.5826,-21.1593,-64.9322,22.9157,-9.51964,-49.01,28.2888,-15.4014,-40.9201,29.7262,-32.0124
1,-117.829,19.7923,-1.55565,-131.649,19.9206,-35.6075,-75.3408,5.43992,-41.2205,-56.4518,8.60725,-46.5036,-43.5884,9.93951,-62.2474
1,-119.605,17.6597,-7.91483,-131.181,17.9266,-41.0783,-77.7097,-0.238861,-53.9255,-57.4245,2.16483,-59.0332,-42.3015,3.44777,-73.6457
1,-122.139,13.8679,-17.3065,-130.227,14.3603,-49.7245,-79.7641,-7.56751,-71.1768,-57.3829,-6.0678,-76.2541,-38.881,-5.00711,-89.3811
1,-124.181,9.22985,-25.6938,-128.934,9.83644,-58.5615,-80.3382,-12.4548,-81.766,-56.4895,-11.4024,-87.0416,-35.4137,-10.7164,-99.6829
1,-126.288,1.76966,-36.3189,-126.364,1.75315,-71.8597,-80.316,-17.0086,-90.3662,-55.1675,-16.1508,-95.7014,-31.6012,-15.9167,-108.033
1,-127.448,-11.2785,-49.029,-120.372,-14.9811,-93.1553,-79.0641,-26.3518,-103.76,-51.8884,-24.6809,-107.946,-25.2267,-23.4003,-117.177
1,-127.931,-24.2341,-60.0329,-112.85,-35.2561,-116.977,-76.7585,-40.2869,-122.348,-46.9803,-36.5506,-123.935,-18.1156,-31.3376,-126.103
1,-128.052,-32.9637,-66.8941,-106.69,-51.5148,-135.376,-74.2294,-54.302,-140.549,-42.0565,-48.0106,-139.032,-12.6933,-37.1515,-132.448
1,-128.003,-37.2393,-69.9291,-103.187,-60.5189,-145.141,-72.3226,-64.0197,-152.863,-38.5901,-55.7503,-149.032,-9.7845,-40.0916,-135.57
,,,,,,,,,,,,,,,
4,124.468,114.311,58.1416,89.2836,105.585,61.3396,83.9518,112.361,65.6531,75.9329,121.852,51.8028,69.8811,128.261,37.6273
4,126.783,112.577,57.4357,91.1085,104.396,62.8496,85.9979,111.062,67.2291,78.3066,120.961,53.9323,72.1349,127.803,40.0071
4,128.186,111.906,57.3382,93.1611,103.002,64.4388,88.2154,109.642,68.7685,81.0041,119.791,55.9952,74.935,126.97,42.4561
4,128.861,111.63,57.4664,94.2843,102.25,65.2116,89.4134,108.907,69.4813,82.4925,119.122,56.9419,76.5565,126.419,43.6211
4,129.774,110.706,58.6031,96.1078,100.774,66.8128,91.3112,107.512,70.9311,85.0148,117.674,58.771,79.5171,125.016,45.8593
4,130.04,110.294,59.6692,96.9271,100.09,67.9459,92.1629,106.922,71.9515,86.4262,116.744,60.1096,81.4549,123.746,47.5398
4,130.216,109.863,60.4493,97.3858,99.5582,68.6695,92.6504,106.421,72.6066,87.4148,115.798,61.0745,82.8895,122.371,48.7582
4,130.651,107.359,61.5614,98.0571,97.1668,69.3807,93.4207,103.9,73.2673,88.9282,112.687,62.0571,84.9339,119.273,50.0452
4,132.026,100.334,62.726,99.4101,91.4447,69.6993,95.0663,97.9998,73.5702,91.7057,107.01,62.686,88.1428,114.513,51.0325
4,134.621,91.6654,62.7457,101.55,84.8088,69.2964,97.6531,91.4596,73.1293,95.2984,101.407,62.4068,91.8989,109.857,51.0116
4,138.636,86.9778,60.8677,105.066,81.0258,68.6386,101.693,88.3305,72.1805,99.8512,98.9296,60.9884,96.2128,107.382,49.4037
4,142.7,84.5333,59.5202,109.017,78.88,68.2304,105.952,86.8712,71.3338,104.15,97.5362,59.5527,100.277,105.502,47.5951
4,146.001,83.7557,58.6412,112.596,77.8783,67.9004,109.503,86.3018,70.61,107.41,96.7939,58.4167,103.241,104.283,46.1973
4,149.369,85.6379,58.5004,116.246,79.4038,68.2356,112.97,88.1843,70.2263,110.472,97.7764,57.3103,105.957,104.182,44.6735
4,152.346,84.8992,56.7144,119.614,79.147,67.2742,116.207,88.0527,68.8512,113.357,97.1264,55.6225,108.448,103.036,42.8916
4,156.351,83.7647,53.5822,124.205,78.4118,65.0851,120.652,87.4248,66.3844,117.403,96.0337,52.9627,111.767,101.51,40.359
4,158.816,83.6722,51.5487,127.181,78.486,63.5243,123.493,87.4958,64.6746,120.04,95.7063,51.1217,113.826,100.836,38.6986
4,164.227,88.245,49.107,133.722,84.0726,62.2047,129.347,92.5189,62.1787,125.334,98.0266,47.8559,117.841,101.043,35.6615
4,167.212,90.1235,49.5051,136.457,86.291,63.1431,132.106,94.638,62.0763,128.696,98.7832,46.7107,120.866,100.543,34.1499
4,168.731,96.1789,52.3023,137.546,92.7056,66.0035,133.067,100.574,63.5865,130.595,102.034,47.1088,123.055,101.423,33.9172
4,169.326,95.5205,54.4584,137.787,92.0797,67.7771,133.478,100.169,65.043,131.771,101.65,48.209,124.687,100.561,34.5564
4,169.336,89.2582,57.3804,137.302,86.6325,69.8249,133.449,94.801,67.2846,132.556,97.0527,50.4174,125.985,96.8927,36.3158
4,169.224,84.3016,59.8923,136.873,82.7576,71.5441,133.359,91.1153,69.0848,133.034,93.5891,52.2859,126.849,93.7957,38.0342
4,168.479,76.0098,62.8946,135.785,76.0457,73.4348,132.819,84.8204,71.2771,133.222,88.2831,54.553,127.457,89.6419,40.0751
4,168.616,75.4596,64.0862,135.816,75.6709,74.3396,132.921,84.5033,72.1039,133.476,87.7981,55.3674,127.793,88.9673,40.8574
4,167.606,83.3709,72.2621,134.279,82.4435,80.5751,131.105,91.0438,77.5159,132.838,91.9248,59.8254,127.955,90.8638,44.2179
4,167.322,86.0417,75.0464,133.814,84.8146,82.803,130.549,93.3193,79.4634,132.681,93.4099,61.4553,128.051,91.5715,45.4325
4,165.159,75.2996,77.9706,131.013,74.5182,84.5216,128.63,83.025,81.9372,132.1,87.8031,63.9242,128.095,89.1068,47.1954
4,162.345,60.5773,80.1671,128.048,61.8984,85.5311,126.768,70.7756,83.8545,131.262,77.2417,67.0525,128.156,83.0817,50.0571
4,157.923,41.7204,77.7239,124.296,47.2701,82.4845,124.379,56.3855,81.9658,129.92,63.9021,66.7737,127.835,71.4316,51.6282
4,166.195,58.7665,74.4266,133.914,67.8418,80.3225,133.419,77.013,77.5449,136.323,77.197,62.0722,132.302,77.8522,48.2597
4,172.195,83.2741,67.4967,139.935,91.113,74.5959,137.718,98.4119,69.6461,139.228,92.8875,54.8505,134.225,87.7974,42.7166
4,173.715,109.428,64.3242,140.748,111.203,73.6679,136.805,116.474,67.0965,138.587,108.701,51.8635,134.054,99.6591,40.3012
4,170.84,121.257,67.1309,137.675,118.058,76.6204,133.218,123.112,69.7721,135.96,116.524,53.8167,132.514,107.279,41.7024
4,168.023,116.63,80.0077,134.511,111.307,86.3657,130.362,117.563,80.237,134.151,114.302,63.5176,131.579,107.625,49.7682
4,167.112,116.145,83.4473,133.634,110.223,88.8014,129.485,116.646,82.8993,133.546,114.099,66.2166,131.241,108.013,52.257
4,166.099,115.144,87.6388,132.582,108.41,92.0529,128.456,115.095,86.3953,132.917,113.561,69.5381,130.918,108.225,55.4751
4,165.679,115.235,89.2846,132.214,108.045,93.2989,128.061,114.788,87.7275,132.646,113.592,70.8496,130.773,108.535,56.7884
4,164.824,111.758,92.7913,131.228,104.19,95.8672,127.268,111.581,90.4283,132.242,111.799,73.2112,130.657,107.563,58.7766
4,164.009,107.916,96.4413,130.152,99.4344,98.9558,126.458,107.803,93.526,131.875,109.888,75.6138,130.597,106.689,60.4476
4,163.697,106.441,98.7133,129.819,97.4482,100.973,126.153,106.153,95.4781,131.726,109.092,77.071,130.61,106.385,61.4175
4,163.872,107.069,100.158,130.335,97.7541,102.07,126.353,106.021,96.7456,131.733,108.883,78.4505,130.771,106.351,62.586
4,164.64,110.572,98.8825,131.846,101.022,100.972,127.204,108.105,96.1464,131.946,109.822,78.6498,131.06,106.924,62.9875
4,165.384,112.424,97.0978,133.179,102.537,99.5037,128.053,109.169,95.0776,132.269,110.413,78.0992,131.217,107.26,62.7134
4,166.508,115.937,93.5131,135.31,105.535,96.6228,129.444,111.355,92.8136,132.881,111.669,76.7462,131.418,107.861,62.0692
4,167.486,118.15,90.7227,137.05,107.209,94.4186,130.691,112.714,90.9529,133.547,112.562,75.4869,131.597,108.217,61.5424
4,168.619,119.005,88.6625,139.171,107.344,92.566,132.364,113.009,89.3631,134.446,112.981,74.3276,131.818,108.383,61.1295
4,170.581,118.035,86.2443,142.841,103.736,89.897,135.61,110.205,87.1952,136.283,112.063,72.6324,132.334,108.233,60.4585
4,173.745,104.575,85.3438,145.219,83.845,87.6558,138.826,92.9241,86.2436,139.595,102.406,71.8959,134.416,103.967,59.5765
4,175.221,74.4094,81.5471,143.319,54.6821,80.6941,139.042,65.0463,81.7295,142.402,81.2974,69.5996,137.732,90.7773,57.7007
4,174.15,45.2122,73.4053,140.09,34.4803,72.362,137.535,44.0532,75.0398,143.322,60.4638,64.7033,140.21,73.8412,53.837
4,174.162,29.9761,65.6446,139.842,26.1764,66.7661,138.103,35.0412,70.0306,144.387,49.2626,59.9068,141.98,62.1671,49.498
4,178.005,27.1384,54.9287,144.815,24.4435,58.6963,143.739,32.7771,62.203,148.287,46.6761,52.8046,144.601,58.9557,43.7943
4,179.25,24.0897,45.799,146.628,21.3032,51.0135,146.148,28.8443,54.6696,150.146,43.5027,46.3929,145.946,56.3946,38.9389
4,179.344,21.9043,40.4756,146.94,19.2021,46.7462,146.776,26.3305,50.4936,150.709,41.28,42.559,146.424,54.5293,35.8214
4,179.285,21.1734,38.6673,146.965,18.5582,45.3723,146.909,25.5996,49.1433,150.823,40.5823,41.2387,146.522,53.9097,34.6933
4,178.855,19.8565,35.7206,146.681,17.5404,43.3024,146.812,24.5039,47.0726,150.732,39.4624,39.1023,146.46,52.894,32.8157
4,177.929,18.2552,32.7693,145.858,16.3409,41.2521,146.156,23.2122,45.074,150.232,38.1825,37.078,146.11,51.7757,31.0273
4,176.539,16.4028,29.4618,144.59,14.9499,38.8661,145.091,21.7058,42.8036,149.412,36.7349,34.892,145.525,50.5368,29.1277
4,174.684,14.4094,25.7585,142.9,13.4413,36.0979,143.635,20.0359,40.1925,148.262,35.1465,32.4641,144.678,49.1811,27.0468
4,172.415,12.3895,21.7379,140.855,11.9104,33.0303,141.841,18.2926,37.3027,146.803,33.4695,29.8055,143.566,47.7265,24.765
4,169.974,10.6492,17.6323,138.67,10.5867,29.8141,139.904,16.7142,34.2658,145.187,31.937,27.0512,142.31,46.3866,22.4213
4,167.897,9.43654,14.0784,136.85,9.6619,27.004,138.294,15.5595,31.6218,143.811,30.8073,24.6648,141.224,45.3938,20.4037
4,166.523,9.51692,10.2952,135.863,9.76324,24.03,137.549,15.4657,28.8624,143.152,30.8184,22.2641,140.73,45.5064,18.4851
4,167.103,12.933,4.54013,137.238,12.3963,19.8131,139.347,17.9733,25.2626,144.673,33.7568,19.3637,142.054,48.5073,16.393
4,170.492,21.4325,-0.284491,141.399,18.7407,16.4701,143.68,24.2129,22.9362,148.121,40.605,18.1254,144.754,55.1813,15.9639
4,174.548,32.2052,-0.0747632,145.484,26.6766,16.3528,147.212,31.4264,23.9478,150.624,47.9939,20.6319,146.506,62.2428,19.136
4,175.373,38.6112,3.22259,145.725,31.7733,18.866,147.071,35.6992,26.9621,150.468,52.1911,24.4409,146.303,66.3404,23.2522
4,175.269,43.1036,6.39914,145.268,35.3579,21.4035,146.392,38.6206,29.6076,149.151,54.4832,27.9066,145.643,69.0012,26.5057
4,175.338,44.9463,7.49243,145.327,36.7687,22.3409,146.346,39.9034,30.5836,148.138,55.1011,29.4639,145.443,70.2382,27.6418
4,174.97,46.7626,8.37934,144.73,37.8936,22.6004,145.753,40.8026,31.1874,146.266,55.1115,31.7563,144.825,71.193,29.3004
4,174.471,47.7448,6.91117,144.276,38.1177,20.8402,145.417,40.712,30.0225,144.423,54.1353,33.0622,143.729,70.5339,30.7737
4,174.186,48.4878,5.6405,144.102,38.3243,19.7446,145.31,40.7021,29.2681,142.86,53.0126,33.7467,142.602,69.414,32.1695
4,174.154,49.6289,4.49899,144.15,38.7275,18.9412,145.355,40.864,28.7324,142.499,52.9651,33.8026,141.967,68.9287,33.1078
4,173.75,50.2611,4.80874,143.859,39.0308,18.7101,145.128,40.9588,28.494,141.694,52.5723,34.9303,141.214,68.3156,34.6351
4,173.619,51.1033,6.29302,143.705,39.6115,19.4243,144.969,41.4241,29.0088,141.483,53.5277,36.7549,140.762,68.838,36.0886
4,173.218,51.3681,7.84043,143.272,40.0311,20.3964,144.546,41.8071,29.8211,140.843,54.1468,38.5159,140.156,69.2257,37.464
4,172.842,51.6626,8.82054,142.771,40.5879,21.3153,144,42.4163,30.6952,140.241,55.061,39.8077,139.471,69.9233,38.6324
4,171.844,51.4798,9.99166,141.347,41.0489,22.5032,142.531,42.9531,31.8306,138.773,55.5769,41.0224,138.07,70.4089,39.9429
4,169.434,50.8946,10.1538,138.422,41.47,22.5053,139.724,43.325,31.8315,136.376,55.5768,40.6724,135.91,70.4824,40.2385
4,166.455,50.1315,7.904,135.175,41.6613,20.4679,136.981,43.4202,29.9987,134.373,55.3509,38.6252,134.191,70.3307,38.9588
4,162.748,48.4705,3.78526,131.402,41.2013,17.0501,134.21,43.0328,27.0968,132.736,54.8611,35.937,133.042,69.9684,36.9894
4,160.736,47.6205,1.39042,129.415,40.8989,15.0097,132.75,42.7357,25.3702,131.938,54.5463,34.5596,132.539,69.738,36.0402
4,156.373,45.8339,-3.75049,125.097,40.0799,10.4717,129.355,41.7634,21.3639,129.951,53.4715,31.4047,131.337,68.9118,33.949
4,151.562,43.9862,-9.2598,120.367,39.1137,5.52546,125.427,40.4455,16.8421,127.09,51.6527,27.2506,129.48,67.2897,31.0094
4,146.167,42.1688,-15.1117,115.058,38.1613,0.190514,120.665,38.8679,11.6697,123.059,49.0425,22.0574,126.048,64.0479,26.3369
4,138.46,39.8431,-22.2244,107.49,37.1138,-6.32295,113.382,36.8112,4.98766,116.276,45.2408,15.1491,119.177,58.2339,19.1894
4,129.8,38.6133,-28.6524,99.1562,36.9976,-12.6221,104.739,35.45,-1.92485,107.479,41.965,8.00609,109.679,53.1182,12.4481
4,120.484,38.8885,-34.6258,90.8337,37.6947,-19.2213,95.9753,34.9244,-9.22832,98.3019,39.7369,0.454069,99.7072,49.6118,5.55451
4,112.178,38.8993,-39.1912,83.0556,38.3684,-25.662,87.9752,34.6712,-16.2199,90.4872,38.2939,-6.57287,92.0655,47.5238,-0.924772
4,102.959,30.5437,-42.9299,74.6298,36.9252,-32.4687,79.1218,32.524,-23.5624,82.1967,34.7007,-13.8362,84.9042,42.4706,-7.75027
4,94.0277,22.6482,-47.8988,65.9682,34.8401,-39.1277,69.8049,29.8247,-30.8237,73.7956,30.7964,-20.8394,78.2132,37.5521,-14.1257
4,88.6884,18.0206,-50.1458,59.046,33.0611,-44.2576,62.0619,27.5373,-36.5383,66.9045,27.6797,-26.0922,72.9494,33.9467,-18.4204
4,86.0359,15.8785,-50.9611,55.7991,32.0848,-46.4702,58.36,26.356,-39.0029,63.5263,26.1641,-28.3266,70.28,32.2414,-20.2068
4,81.3237,12.9591,-53.0798,49.8437,30.3092,-50.3702,51.636,24.3061,-43.2687,57.3996,23.7103,-32.2176,65.4211,29.6452,-23.4462
4,74.7736,10.3647,-58.2949,42.9844,28.4595,-54.4746,44.2967,22.4895,-47.4567,51.1243,21.8622,-36.3484,60.8678,27.7844,-27.634
4,68.8504,10.4392,-63.4025,34.0159,26.3416,-57.8098,35.2375,20.7707,-50.5635,43.6857,20.4895,-39.776,55.7249,26.5212,-31.6437
4,64.8879,11.1888,-66.9064,25.9583,24.1543,-59.7391,27.5476,19.0571,-52.2178,37.2611,19.2603,-42.0071,51.034,25.5252,-34.7423
4,60.9189,11.0159,-69.2509,19.5659,22.5466,-60.9423,21.57,17.7503,-53.2858,31.9215,18.1702,-43.5996,46.6093,24.5344,-37.2065
4,57.6708,10.4309,-70.6937,15.6342,21.235,-61.4211,17.9539,16.6566,-53.673,28.3628,17.2549,-44.3629,42.955,23.6431,-38.8451
4,55.3347,10.1883,-71.7446,13.317,20.1823,-61.2451,15.9855,15.8171,-53.4635,26.4423,16.7095,-44.5232,40.5327,23.2039,-39.8274
4,54.1913,10.0308,-72.1854,12.2301,19.5859,-60.9719,15.0861,15.3405,-53.1864,25.6342,16.4286,-44.4533,39.5429,23.051,-40.1642
4,50.7765,9.15199,-73.7321,9.65237,17.5631,-60.3198,13.0452,13.7012,-52.5529,23.8229,15.3883,-44.3689,37.1931,22.5256,-41.1328
4,48.7272,7.36284,-73.7137,7.85594,15.8013,-59.0513,11.4324,12.2619,-51.2288,22.4156,14.2436,-43.3933,35.9618,21.6819,-40.9648
4,45.3882,3.64245,-72.6528,5.54867,13.6138,-57.0722,9.31165,10.5011,-49.1875,20.4659,12.7384,-41.7039,34.0511,20.0877,-40.0448
4,43.4182,1.60977,-71.7141,4.25831,12.4039,-55.9229,8.13192,9.5382,-48.0159,19.3372,11.9793,-40.6949,32.8017,19.2619,-39.3308
4,42.7475,1.05788,-71.1994,3.67167,11.9745,-55.4192,7.59545,9.19986,-47.5074,18.8371,11.7518,-40.2689,32.2377,19.0342,-38.9963
4,42.2495,0.714498,-70.4838,2.90768,11.5122,-54.8201,6.87481,8.8316,-46.8844,18.1726,11.5302,-39.7549,31.4543,18.8324,-38.5583
4,42.2457,0.705633,-70.0481,2.53434,11.2927,-54.5388,6.51316,8.65853,-46.5859,17.8143,11.4277,-39.4902,31.0257,18.7607,-38.3236
4,42.3003,0.790679,-69.8132,2.33038,11.2089,-54.4182,6.30318,8.58693,-46.4433,17.5939,11.3936,-39.3518,30.7654,18.7597,-38.1926
4,42.6045,2.32809,-70.0908,2.19745,12.0038,-54.8322,6.18359,9.23713,-46.7962,17.434,12.0827,-39.6569,30.5132,19.6475,-38.4632
4,43.1618,4.91575,-70.3886,2.30325,13.4178,-55.1193,6.30608,10.5103,-47.118,17.4936,13.4112,-39.9433,30.4482,21.2168,-38.6616
4,44.224,6.54171,-69.276,2.994,14.1734,-54.282,6.94815,11.4022,-46.3767,18.0286,14.5128,-39.2178,30.8559,22.5428,-37.8718
4,45.4476,7.00143,-67.2769,3.77843,14.1203,-52.9062,7.70564,11.6072,-45.0421,18.7021,15.0282,-37.9106,31.4221,23.2994,-36.5641
4,47.9367,7.79798,-64.2968,5.5522,13.526,-50.4378,9.49587,11.4081,-42.6841,20.36,15.3716,-35.7333,32.861,24.1105,-34.5377
4,53.1253,11.6114,-58.5489,8.7397,14.0006,-47.1961,12.5399,12.2246,-39.4494,22.9902,16.8277,-32.522,35.0901,26.2819,-31.1946
4,61.0872,19.1426,-48.2012,14.6209,16.2822,-42.1223,17.839,14.4541,-34.5578,26.5461,19.7791,-27.6824,37.6777,30.1956,-25.7688
4,67.0815,25.5159,-40.5318,21.8058,19.8371,-36.8733,24.6185,17.5791,-29.4471,30.7849,23.1985,-22.8467,40.2122,34.3202,-20.6121
4,70.8944,31.0776,-35.5938,27.269,24.2611,-34.0047,31.279,20.7451,-26.7867,34.432,26.6581,-19.258,41.9476,37.8297,-16.7614
4,72.2818,33.3409,-33.9335,29.1715,26.2824,-33.4577,34.0892,21.9199,-26.5293,36.0149,28.2464,-17.9804,42.6223,39.2759,-15.3106
4,74.7137,37.8304,-31.8211,31.972,30.2366,-33.8148,37.9986,24.4927,-27.3863,38.9479,31.4381,-16.5481,43.9584,42.1305,-12.9959
4,76.6371,41.9386,-30.8469,33.4944,33.384,-34.8192,39.9203,26.907,-28.6498,41.1767,34.2375,-16.3109,45.3241,45.0851,-11.2281
4,77.5405,44.4869,-31.2957,33.8538,35.2555,-36.1846,40.2418,28.4623,-29.9764,42.2252,35.846,-16.994,46.3306,47.3864,-10.4226
4,77.8021,45.8221,-32.3612,33.9045,36.3541,-37.4785,39.9204,29.5893,-31.0693,42.6299,36.5636,-17.8665,46.8466,48.6101,-10.4309
4,77.7826,46.6278,-33.4373,33.8481,37.1652,-38.6207,39.2682,30.6493,-31.9929,42.762,36.8879,-18.5861,47.0106,49.0698,-10.7173
4,77.6634,47.1666,-34.2278,33.7393,37.7709,-39.4259,38.0004,32.1159,-32.5192,42.7993,37.0774,-19.0498,47.0549,49.2883,-10.9522
4,77.4089,47.164,-35.6232,33.6205,38.2584,-40.016,36.2537,34.0551,-32.6527,42.7881,37.2309,-19.3611,47.0628,49.4294,-11.1259
4,77.0996,47.1351,-37.3998,33.4645,38.8417,-40.6145,34.5387,36.3394,-32.9627,42.7445,37.4282,-19.6671,47.0442,49.5829,-11.304
4,75.8652,48.1973,-41.3687,32.9142,40.2273,-41.6355,32.0642,39.8943,-34.3719,42.5487,37.8258,-20.1476,46.8896,49.8549,-11.5878
4,73.7741,50.8942,-46.3399,31.6876,43.4246,-43.6415,29.5001,44.4898,-37.3426,42.0633,38.664,-21.0709,46.4631,50.387,-12.1442
4,72.6651,52.3775,-48.9528,31.1353,45.2015,-44.7371,29.0286,45.9908,-38.6267,41.8451,39.1163,-21.5977,46.2712,50.6584,-12.4625
4,70.6404,55.1361,-53.8136,29.9302,48.3852,-47.0589,28.3498,47.6647,-41.0375,41.4995,39.8167,-22.5869,46.0195,51.0132,-13.0351
4,68.876,56.9599,-57.6864,28.1775,50.4857,-49.2756,27.0357,48.2441,-43.0208,41.1304,40.2047,-23.4004,45.8197,51.1437,-13.4795
4,67.5487,58.1161,-60.5625,26.6518,51.8604,-51.1977,25.8207,48.6653,-44.5745,40.7993,40.4493,-24.0942,45.6622,51.1935,-13.8447
4,65.9687,58.6924,-63.603,25.0198,52.3781,-52.776,24.2937,48.6364,-45.8118,40.2908,40.6215,-24.9102,45.4509,51.1795,-14.2618
4,63.696,58.868,-67.6655,23.3797,52.4446,-54.1199,22.6519,48.3356,-46.831,39.4052,40.778,-26.1497,45.119,51.0974,-14.8689
4,61.1945,58.5598,-72.3721,22.1502,52.2131,-55.1736,21.4262,47.8195,-47.5849,38.2418,40.8774,-27.7869,44.6509,50.9196,-15.7342
